locode,locode_alias,name,name_alias,wni_country_code,wni_area_code,latitude,longitude,timezone,has_berth,has_port_forecast
NLDOR,,DORDRECHT,,,,51.7988,4.6228,Europe/Amsterdam,No,No
NLIJM,,IJMUIDEN,,,,52.4643,4.5504,Europe/Amsterdam,Yes,No
NLMOE,,MOERDIJK,,,,51.6972,4.5854,Europe/Amsterdam,No,No
NLRTM,,ROTTERDAM,,NL,ROT,51.9616,4.0811,Europe/Amsterdam,Yes,Yes
NLSLU,,SLUISKIL,,,,51.275,3.8417,Europe/Amsterdam,No,No
NLTNZ,,TERNEUZEN,,,,51.3439,3.815,Europe/Amsterdam,No,No
NLVLI,,VLISSINGEN,FLUSHING,,,51.4409,3.6022,Europe/Amsterdam,No,No
NOAES,,ALESUND,,NO,ALS,62.4684,6.1568,Europe/Oslo,Yes,Yes
NOAHM,,AHEIM,,,,62.0438,5.5179,Europe/Oslo,No,No
NOARD,,ARDALSTANGEN,,,,61.2344,7.6912,Europe/Oslo,No,No
NOBGO,,BERGEN,,NO,BGN,60.4028,5.3024,Europe/Oslo,Yes,Yes
NOBVK,,BREVIK,,,,59.0541,9.7014,Europe/Oslo,No,No
NODRM,,DRAMMEN,,NO,DRA,59.7362,10.2623,Europe/Oslo,Yes,Yes
NOEGE,,EGERSUND,,NO,EGS,58.449,5.9857,Europe/Oslo,Yes,Yes
NOFAN,,FARSUND,,,,58.0938,6.8075,Europe/Oslo,No,No
NOFRK,,FREDRIKSTAD,,,,59.1858,10.9485,Europe/Oslo,No,No
NOFRO,,FLORO (FLORA),,NO,FLR,61.6048,5.0284,Europe/Oslo,Yes,Yes
NOHAU,,HAUGESUND,HAUGESUND LAY-UP,,,59.3617,5.2917,Europe/Oslo,No,No
NOHFT,,HAMMERFEST,,,,70.6663,23.666,Europe/Oslo,No,No
NOHRY,,HEROYA,,,,59.1067,9.6379,Europe/Oslo,No,No
NOHUS,,HUSNES,,,,59.8786,5.751,Europe/Oslo,No,No
NOHVG,,HONNINGSVAG,,,,70.98,25.9664,Europe/Oslo,No,No
NOKAR,,KARSTO,,,,59.2704,5.4943,Europe/Oslo,No,No
NOKKN,,KIRKENES,,,,69.73,30.0387,Europe/Oslo,No,No
NOKMY,,KARMOY,,,,59.2852,5.3134,Europe/Oslo,No,No
NOKRS,,KRISTIANSAND,,NO,KRT,58.141,7.9865,Europe/Oslo,Yes,Yes
NOLAR,,LARVIK,,NO,LRV,59.0401,10.0388,Europe/Oslo,Yes,Yes
NOMAY,,MALOY,,,,61.9349,5.125,Europe/Oslo,Yes,No
NOMJF,,MOSJOEN,,,,65.8545,13.185,Europe/Oslo,No,No
NOMON,,MONGSTAD,,,,60.827,5.0212,Europe/Oslo,No,No
NOMQN,,MO I RANA,,,,66.3181,14.1256,Europe/Oslo,No,No
NOMSS,,MOSS,,NO,MSS,59.4292,10.6527,Europe/Oslo,Yes,Yes
NONVK,,NARVIK,,,,68.43,17.4142,Europe/Oslo,No,No
NONYH,,NYHAMNA,,,,62.8528,6.9653,Europe/Oslo,No,No
NOORK,,ORKANGER,,,,63.3209,9.875,Europe/Oslo,No,No
NOOSL,,OSLO,,NO,OSO,59.8999,10.7415,Europe/Oslo,Yes,Yes
NOSAD,,SANDEFJORD,,NO,SDJ,59.1237,10.2276,Europe/Oslo,Yes,Yes
NOSAU,,SAUDA,,,,59.644,6.3474,Europe/Oslo,No,No
NOSLA,,SOLA,,NO,SOLA,58.9271,5.5781,Europe/Oslo,Yes,Yes
NOSLG,,SLAGEN,,,,59.3264,10.5179,Europe/Oslo,No,No
NOSLM,,SLEMMESTAD,,,,59.7852,10.5043,Europe/Oslo,No,No
NOSTU,,STURA,,,,60.6211,4.8603,Europe/Oslo,No,No
NOSUN,,SUNNDALSORA,,,,62.6845,8.5491,Europe/Oslo,No,No
NOSVG,,STAVANGER,,NO,SVR,58.9736,5.7427,Europe/Oslo,Yes,Yes
NOTOS,,TROMSO,,,,69.6459,18.96,Europe/Oslo,No,No
NZAKL,,AUCKLAND,,NZ,AUK,-36.8359,174.7791,Pacific/Auckland,Yes,Yes
NZBLU,,BLUFF,,,,-46.6038,168.3643,Pacific/Auckland,No,No
NZGIS,,GISBORNE,,,,-38.689,178.0028,Pacific/Auckland,No,No
NZLYT,,LYTTELTON,,NZ,LYT,-43.6096,172.7162,Pacific/Auckland,Yes,Yes
NZMAP,,MARSDEN POINT,,,,-35.8359,174.5106,Pacific/Auckland,No,No
NZNPE,,NAPIER,,NZ,NAP,-39.4722,176.9172,Pacific/Auckland,Yes,Yes
NZNPL,,NEW PLYMOUTH,,,,-39.0513,174.0462,Pacific/Auckland,No,No
NZNSN,,NELSON,,NZ,NEL,-41.2537,173.2784,Pacific/Auckland,Yes,Yes
NZPOE,,PORT CHALMERS,,NZ,PCH,-45.8121,170.6291,Pacific/Auckland,Yes,Yes
NZTHH,,TAHAROA,,,,-38.1763,174.6929,Pacific/Auckland,No,No
NZTIU,,TIMARU,,NZ,TIM,-44.384,171.2651,Pacific/Auckland,Yes,Yes
NZTRG,,TAURANGA,,NZ,TAU,-37.6554,176.1767,Pacific/Auckland,Yes,Yes
NZWLG,,WELLINGTON,,NZ,WEL,-41.2834,174.7832,Pacific/Auckland,Yes,Yes
NZWRE,,WHANGAREI,,,,-35.7605,174.3529,Pacific/Auckland,No,No
OMDQM,,DUQM,,,,19.6687,57.7193,Asia/Muscat,No,No
OMMCT,,MUSCAT,,,,23.6167,58.6086,Asia/Muscat,No,No
OMMFH,,MINA AL FAHAL,MIN-AL-FAHAL,,,23.6255,58.572,Asia/Muscat,No,No
OMQAL,,QALHAT,,,,22.6648,59.4299,Asia/Muscat,No,No
OMSLL,,SALALAH,,OM,SLL,16.9497,54.0236,Asia/Muscat,Yes,Yes
OMSOH,,SOHAR,,,,24.5181,56.6326,Asia/Muscat,No,No
OMSTQ,,PORT QUABOOS,,,,23.629,58.5759,Asia/Muscat,No,No
OMSUL,,PORT SULTAN,,,,23.6314,58.5772,Asia/Muscat,No,No
PAAML,,PUERTO ARMUELLES,,,,8.2642,-82.8588,America/Panama,No,No
PABLB,,BALBOA,,PA,BAL,8.9104,-79.5162,America/Panama,Yes,Yes
PACHG,,CHIRIQUI GRANDE,,,,8.9502,-82.1135,America/Panama,No,No
PACOL,,PUERTO COLON,,,,9.3536,-79.9155,America/Panama,No,No
PACTB,,CRISTOBAL,,PA,CRI,9.374,-79.9182,America/Panama,Yes,Yes
PAMIT,,MANZANILLO,,PA,MANP,9.3669,-79.9175,America/Panama,Yes,Yes
PAMNP,,LAS MINAS,,,,9.3957,-79.8178,America/Panama,No,No
PAONX,,COLON,,,,9.372,-79.8985,America/Panama,Yes,No
PAPCN,PAPTY,PANAMA,PANAM CITY,PA,PMP,8.9329,-79.557,America/Panama,Yes,Yes
PAPSA,,PANAMA INTERNATIONAL TERMINAL,,,,8.9549,-79.5511,America/Panama,No,No
PATBG,,TABOGUILLA ISLAND,,,,8.8069,-79.524,America/Panama,No,No
PECHM,,CHIMBOTE,,,,-9.0809,-78.6168,America/Lima,No,No
PECLL,,CALLAO,,PE,CAL,-12.0481,-77.1489,America/Lima,Yes,Yes
PECON,,CONCHAN,,,,-12.1616,-77.0387,America/Lima,No,No
PEILQ,,ILO,,,,-17.6464,-71.3529,America/Lima,No,No
PEMRI,,MATARANI,,,,-16.9953,-72.1111,America/Lima,No,No
PEPAI,,PAITA,,PE,PAI,-5.081,-81.1135,America/Lima,Yes,Yes
PEPIO,,PISCO,,,,-13.8071,-76.2748,America/Lima,No,No
PEPLO,,PUNTA LOBITOS,,,,-10.0984,-78.185,America/Lima,No,No
PEPMC,,PAMPA MELCHORITA,,,,-13.2667,-76.3258,America/Lima,No,No
PEPUB,,PUERTO BAYOVAR,,,,-5.8053,-81.0384,America/Lima,No,No
PESNX,,SAN NICOLAS BAY,,,,-15.2549,-75.233,America/Lima,No,No
PESVY,,SALAVERRY,,,,-8.2269,-78.9894,America/Lima,No,No
PETYL,,TALARA,,,,-4.5667,-81.2833,America/Lima,No,No
PFPPT,,PAPEETE,,,,-17.5396,-149.5824,Pacific/Tahiti,No,No
PGBAA,,BIALLA,,,,-5.2986,151.0032,Pacific/Port_Moresby,No,No
PGGUR,,ALOTAU,,,,-10.3101,150.4458,Pacific/Port_Moresby,No,No
PGKIM,,KIMBE,,,,-5.5422,150.1525,Pacific/Port_Moresby,No,No
PGKUL,,KUMUL MARINE TERMINAL,,,,-8.1,144.5667,Pacific/Port_Moresby,No,No
PGKVG,,KAVIENG,,,,-2.5839,150.7847,Pacific/Port_Moresby,No,No
PGLAE,,LAE,,PG,LAE,-6.7477,147.0082,Pacific/Port_Moresby,Yes,Yes
PGMAG,,MADANG,,,,-5.2101,145.8234,Pacific/Port_Moresby,No,No
PGPOM,,PORT MORESBY,,PG,PRM,-9.4745,147.1445,Pacific/Port_Moresby,Yes,Yes
PGRAB,,RABAUL,,,,-4.2341,152.1693,Pacific/Port_Moresby,No,No
PGWWK,,WEWAK,,,,-3.5642,143.6498,Pacific/Port_Moresby,No,No
PHBCD,,BACOLOD,,,,10.68,122.9226,Asia/Manila,No,No
PHBTG,,BATANGAS,LUZON,PH,BTA,13.7531,121.0365,Asia/Manila,Yes,Yes
PHBTN,,BATAAN,,,,14.4348,120.5035,Asia/Manila,No,No
PHCAZ,,CADIZ,,,,10.9604,123.3169,Asia/Manila,No,No
PHCDN,,CAGDIANAO,,,,9.9231,125.6792,Asia/Manila,No,No
PHCEB,,CEBU,,PH,CEB,10.2952,123.9112,Asia/Manila,Yes,Yes
PHCGY,,CAGAYAN DE ORO,,PH,CAG,8.4941,124.6652,Asia/Manila,Yes,Yes
PHDNG,,DINAGAT,,,,10.3818,125.5767,Asia/Manila,No,No
PHDVO,,DAVAO,MINDANAO,PH,DAV,7.0677,125.635,Asia/Manila,Yes,Yes
PHGES,,GENERAL SANTOS,,PH,GST,6.0898,125.1606,Asia/Manila,Yes,Yes
PHGHE,,GARCIA HERNANDEZ,,,,9.61,124.31,Asia/Manila,No,No
PHGIN,,GINGOOG,,,,8.8408,125.0981,Asia/Manila,No,No
PHIGN,,ILIGAN,,,,8.2324,124.2304,Asia/Manila,No,No
PHILO,,ILOILO,,,,10.6924,122.5865,Asia/Manila,No,No
PHISL,,ISABEL,,,,10.9161,124.4261,Asia/Manila,No,No
PHJNZ,,JIMENEZ,,,,8.3433,123.8697,Asia/Manila,No,No
PHLEG,,LEGASPI,LEGAZPI,,,13.147,123.7614,Asia/Manila,No,No
PHMNI,,MANICANI ISLAND,,,,11.0133,125.6333,Asia/Manila,No,No
PHMNL,,MANILA,,PH,MLA,14.5906,120.9438,Asia/Manila,Yes,Yes
PHMNN,,MANILA NORTH HARBOUR,,,,14.6114,120.9543,Asia/Manila,No,No
PHMNS,,MANILA SOUTH HARBOUR,,,,14.6172,120.955,Asia/Manila,No,No
PHMXI,,MATI,,,,6.9481,126.2201,Asia/Manila,No,No
PHNON,,NONOC,SURIGAO DEL NORTE,,,9.8191,125.6254,Asia/Manila,No,No
PHORC,,ORMOC,,,,10.9995,124.6055,Asia/Manila,No,No
PHPGB,,PAGBILAO,,,,13.9005,121.7369,Asia/Manila,No,No
PHPUL,,PULUPANDAN,,,,10.5073,122.7729,Asia/Manila,No,No
PHRSO,,ROSARIO,,,,14.4266,120.8369,Asia/Manila,No,No
PHRTB,,RIO TUBA,,,,8.4991,117.4502,Asia/Manila,No,No
PHRXS,,ROXAS,CULASI,,,11.6014,122.7057,Asia/Manila,No,No
PHSAR,,SARIAYA,,,,13.8581,121.55,Asia/Manila,No,No
PHSCR,,SANTA CRUZ,LUZON ISLAMD,,,15.7576,119.8888,Asia/Manila,No,No
PHSFS,,SUBIC BAY,,PH,SUB,14.8064,120.2818,Asia/Manila,Yes,Yes
PHSMR,,SEMIRARA,,,,12.0918,121.4211,Asia/Manila,No,No
PHSNG,,SANGI,,,,10.3902,123.6363,Asia/Manila,No,No
PHSUA,,SUAL,,,,16.0691,120.106,Asia/Manila,No,No
PHSUG,,SURIGAO,,,,9.7817,125.5052,Asia/Manila,No,No
PHTBC,,TABACO,,,,13.3659,123.7535,Asia/Manila,No,No
PHTOB,,TOBOSO,,,,10.7219,123.5222,Asia/Manila,No,No
PHTTO,,TAGANITO,,,,9.5553,125.8188,Asia/Manila,No,No
PHVNV,,VILLANUEVA,,,,8.5835,124.7603,Asia/Manila,No,No
PHZAM,,ZAMBOANGA,,,,6.8991,122.0758,Asia/Manila,No,No
PKBQM,,MUHAMMAD BIN QASIM,,PK,PBQ,24.768,67.314,Asia/Karachi,Yes,Yes
PKGWD,,GWADAR,,,,25.117,62.3417,Asia/Karachi,No,No
PKKHI,,KARACHI,,,,24.8044,66.9762,Asia/Karachi,Yes,No
PKKIA,,KIAMARI,,,,24.8085,66.976,Asia/Karachi,No,No
PLGDN,,GDANSK,,PL,GAS,54.39,18.7184,Europe/Warsaw,Yes,Yes
PLGDY,,GDYNIA,,PL,GDY,54.5228,18.5702,Europe/Warsaw,Yes,Yes
PLPLC,,POLICE,,,,53.563,14.5971,Europe/Warsaw,No,No
PLSWI,,SWINOUJSCIE,,,,53.9321,14.2743,Europe/Warsaw,No,No
PLSZZ,,SZCZECIN,,,,53.4343,14.578,Europe/Warsaw,No,No
PRGUY,,GUAYANILLA,,,,17.9993,-66.7713,America/Puerto_Rico,No,No
PRLAM,,LAS MAREAS,GUAYAMA,,,17.9302,-66.161,America/Puerto_Rico,No,No
PRPEN,,PENUELAS,,,,17.9842,-66.7678,America/Puerto_Rico,No,No
PRPSE,,PONCE,,,,17.9668,-66.6221,America/Puerto_Rico,No,No
PRSJU,,SAN JUAN,,PR,SJU,18.4566,-66.112,America/Puerto_Rico,Yes,Yes
PRYAB,,YABUCOA,,,,18.051,-65.829,America/Puerto_Rico,No,No
PTAVE,,AVEIRO,,,,40.6528,-8.7325,Europe/Lisbon,No,No
PTFNC,,FUNCHAL,,,,32.6442,-16.9084,Atlantic/Madeira,No,No
PTLEI,,LEIXOES,LEIXES,PT,LEX,41.1817,-8.706,Europe/Lisbon,Yes,Yes
PTLIS,,LISBON,,PT,LIS,38.6982,-9.1676,Europe/Lisbon,Yes,Yes
PTPDL,,PONTA DELGADA,,,,37.7379,-25.6581,Atlantic/Azores,No,No
PTSET,,SETUBAL,,PT,SET,38.5163,-8.8875,Europe/Lisbon,Yes,Yes
PTSIE,,SINES,,PT,SES,37.943,-8.8637,Europe/Lisbon,Yes,Yes
PYASU,,ASUNCION,,,,-25.2695,-57.6499,America/Asuncion,No,No
QAASN,,AL SHAHEEN TERMINAL,,,,29.3483,48.0539,Asia/Qatar,No,No
QADOH,,DOHA,,,,25.3027,51.5553,Asia/Qatar,No,No
QAHAL,,HALUL ISLAND TERMINAL,,,,25.6833,52.4167,Asia/Qatar,No,No
QAMES,,UMM SA'ID,MWSAIEED,,,24.9577,51.6048,Asia/Qatar,No,No
QARLF,,RAS LAFFAN,,,,25.9297,51.6325,Asia/Qatar,No,No
QARYN,,AL RAYYAN,,,,25.2985,51.5603,Asia/Qatar,No,No
RELPT,,LE PORT,,,,-20.937,55.2855,Indian/Reunion,No,No
REPDG,,PORT DE POINTE DES GALETS,,,,-20.9365,55.2826,Indian/Reunion,No,No
REREU,,REUNION,PORT REUNION,RE,RE,-20.9252,55.3205,Indian/Reunion,Yes,Yes
ROCND,,CONSTANTA,,RO,CTZ,44.1761,28.6639,Europe/Bucharest,Yes,Yes
RUAER,,SOCHI,,,,43.5728,39.7173,Europe/Moscow,No,No
RUBLT,,BALTIYSK,,,,54.6299,19.9569,Europe/Kaliningrad,No,No
RUBOS,,BOSHNYAKOVO,,,,49.6427,142.1421,Asia/Sakhalin,No,No
RUDEE,,YUZHNO KURILSK,,,,44.0158,145.8444,Asia/Sakhalin,No,No
RUKDT,,KRONSHTADT,,RU,KRO,59.9808,29.7753,Europe/Moscow,Yes,Yes
RUKGD,,KALININGRAD,,RU,KLR,54.706,20.4976,Europe/Kaliningrad,Yes,Yes
RUKHO,,KHOLMSK,,,,47.056,142.0359,Asia/Sakhalin,No,No
RUKOR,,KORSAKOV,OTOMORI,,,46.6276,142.7603,Asia/Sakhalin,No,No
RUKZM,,KOZMINO,,,,42.7185,133.0114,Asia/Vladivostok,No,No
RUKZP,,KAVKAZ,,,,45.3416,36.6681,Europe/Moscow,No,No
RULED,,ST PETERSBURG,SAINT PETERSBURG,RU,STPG,59.9272,30.2266,Europe/Moscow,Yes,Yes
RUMMK,,MURMANSK,,,,69.003,33.0394,Europe/Moscow,No,No
RUNJK,,NAKHODKA,,,,42.8006,132.8866,Asia/Vladivostok,No,No
RUNVS,,NOVOROSSIYSK,,,,44.7255,37.7971,Europe/Moscow,Yes,No
RUPGN,,PRIGORODNOYE,,,,46.6084,142.9053,Asia/Sakhalin,No,No
RUPRI,,PRIMORSK,,,,60.3562,28.6073,Europe/Moscow,No,No
RUPSE,,POSYET,,,,42.6282,130.7973,Asia/Vladivostok,No,No
RUSAB,,SABETTA,,RU,SBT,71.2792,72.0822,Asia/Yekaterinburg,Yes,Yes
RUSHA,,SHAKHTERSK,,,,49.1666,142.0333,Asia/Sakhalin,No,No
RUSKA,,SLAVYANKA,,,,42.8881,131.4219,Asia/Vladivostok,No,No
RUSOG,,SOVETSKAYA GAVAN,,,,48.9843,140.2739,Asia/Vladivostok,No,No
RUSTY,,SVETLYY,,,,54.6717,20.1555,Europe/Kaliningrad,No,No
RUTAM,,TAMAN,,,,45.1111,36.6589,Europe/Volgograd,No,No
RUTUA,,TUAPSE,,,,44.0903,39.0693,Europe/Moscow,No,No
RUUGL,,UGLEGORSK,,,,49.0666,142.0167,Asia/Sakhalin,No,No
RUULU,,UST-LUGA,,RU,ULUGA,59.6783,28.4058,Europe/Moscow,Yes,Yes
RUVAO,,VASSILEVSKY OSTROV,ST PETERSBURG,,,59.8886,30.1633,Europe/Moscow,No,No
RUVIT,,VITINO,,,,67.0784,32.3552,Europe/Moscow,No,No
RUVNN,,VANINO,,,,49.0826,140.2681,Asia/Vladivostok,No,No
RUVTZ,,VITYAZ TERMINAL,,,,52.6833,143.55,Asia/Sakhalin,No,No
RUVVO,,VLADIVOSTOK,,RU,VLA,43.1001,131.8773,Asia/Vladivostok,Yes,Yes
RUVYP,,"VOSTOCHNYY, SAKHALIN",,RU,VOST,48.2657,142.6447,Asia/Sakhalin,No,Yes
RUVYS,,VYSOTSK,,,,60.6235,28.5532,Europe/Moscow,No,No
RUZAR,,ZARUBINO,,,,42.6,131.1056,Asia/Vladivostok,No,No
SADHU,,DHUBA,,,,27.5631,35.5276,Asia/Riyadh,No,No
SADMM,,AD DAMMAM,,,,26.5187,50.2054,Asia/Riyadh,Yes,No
SAGIZ,,JIZAN,,,,16.8836,42.5282,Asia/Riyadh,No,No
SAJED,,JEDDAH,,SA,JED,21.4648,39.154,Asia/Riyadh,Yes,Yes
SAJUB,,JUBAIL,AL JUBAIL,SA,AJU,27.0646,49.6913,Asia/Riyadh,Yes,Yes
SAJUT,,JUAYMAH TERMINAL,,,,26.7192,50.1137,Asia/Riyadh,No,No
SAKAC,,KING ABDULLAH,,SA,ABDLL,22.5248,39.0852,Asia/Riyadh,Yes,Yes
SAKHU,,AL KHURAIBAH,,,,28.0474,35.17,Asia/Riyadh,No,No
SARAB,,RABIGH,,,,22.74,38.9917,Asia/Riyadh,No,No
SARAR,,RAS AL KHAFJI,,,,28.418,48.5296,Asia/Riyadh,No,No
SARTA,,RAS TANURA,,,,26.6287,50.1661,Asia/Riyadh,No,No
SAYNB,,YANBU,,,,24.0739,38.0626,Asia/Riyadh,No,No
SBHIR,,HONIARA,GUADALCANAL IS,,,-9.4272,159.9549,Pacific/Guadalcanal,No,No
SBNOR,,NORO,,SB,NRO,-8.185,157.2081,Pacific/Guadalcanal,Yes,Yes
SCPOV,,PORT VICTORIA,,SC,VCS,-4.6215,55.4657,Indian/Mahe,Yes,Yes
SDMBH,,MARSA BASHAYER,,,,19.3983,37.3333,Africa/Khartoum,No,No
SDPZU,,PORT SUDAN,,SD,PSD,19.6025,37.2407,Africa/Khartoum,Yes,Yes
SEAHU,,AHUS,,,,55.9267,14.3103,Europe/Stockholm,No,No
SEBRO,,BROFJORDEN,,,,58.3397,11.4015,Europe/Stockholm,No,No
SEGOT,,GOTHENBURG,GOTEBORG,SE,GTB,57.7022,11.9446,Europe/Stockholm,Yes,Yes
SEGVX,,GAVLE,,,,60.6903,17.222,Europe/Stockholm,No,No
SEHAD,,HALMSTAD,,SE,HLM,56.654,12.8315,Europe/Stockholm,Yes,Yes
SEHEL,,HELSINGBORG,,SE,HEL,56.0262,12.69,Europe/Stockholm,Yes,Yes
SEKAN,,KARLSHAMN,,,,56.1618,14.8662,Europe/Stockholm,No,No
SELLA,,LULEA,,,,65.546,22.2593,Europe/Stockholm,No,No
SELYS,,LYSEKIL,,,,58.2747,11.4462,Europe/Stockholm,No,No
SEMMA,,MALMO,,,,55.6229,12.9846,Europe/Stockholm,No,No
SENRK,,NORRKOPING,,,,58.6185,16.251,Europe/Stockholm,No,No
SEOXE,,OXELOSUND,,,,58.676,17.1555,Europe/Stockholm,No,No
SEPIT,,PITEA,,,,65.2232,21.5417,Europe/Stockholm,No,No
SESFT,,SKELLEFTEA,,,,64.6814,21.2215,Europe/Stockholm,No,No
SESLI,,SLITE,,,,57.7123,18.813,Europe/Stockholm,No,No
SESOO,,SODERHAMN,,,,61.3028,17.1195,Europe/Stockholm,No,No
SESTO,,STOCKHOLM,,,,59.3482,18.1218,Europe/Stockholm,No,No
SEUDD,,UDDEVALLA,,,,58.3433,11.902,Europe/Stockholm,No,No
SEVAG,,VARBERG,,,,57.1189,12.2382,Europe/Stockholm,No,No
SEVBY,,VISBY,,,,57.6348,18.2719,Europe/Stockholm,No,No
SEWAL,,WALLHAMN,,,,58.0082,11.7012,Europe/Stockholm,No,No
SGJUR,,JURONG,,,,1.2973,103.7235,Asia/Singapore,No,No
SGSEM,,SEMBAWANG,,,,1.4756,103.8238,Asia/Singapore,No,No
SGSIN,,SINGAPORE,,SG,SGP,1.2561,103.7641,Asia/Singapore,Yes,Yes
SIKOP,,KOPER,,SI,KOP,45.5525,13.7336,Europe/Ljubljana,Yes,Yes
SJSVE,,SVEAGRUVA,,,,77.8298,16.6244,Arctic/Longyearbyen,No,No
SLBTE,,BONTHE,,,,7.5332,-12.4987,Africa/Freetown,No,No
SLFNA,,FREETOWN,,SL,FTN,8.4889,-13.1998,Africa/Freetown,Yes,Yes
SLPEP,,PEPEL,,,,8.5663,-13.0527,Africa/Freetown,No,No
SNDKR,,DAKAR,,SN,DKR,14.6805,-17.4274,Africa/Dakar,Yes,Yes
SOMGQ,,MOGADISHU,,,,2.0275,45.3421,Asia/Aden,No,No
SRPBM,,PARAMARIBO,,SR,PAS,5.8143,-55.1619,America/Paramaribo,Yes,Yes
SRPRM,,PARANAM,,,,5.6146,-55.0898,America/Paramaribo,No,No
SVAQJ,,ACAJUTLA,,SV,AJT,13.5783,-89.8401,America/El_Salvador,Yes,Yes
SXPHI,,PHILIPSBURG,,,,18.0126,-63.0548,America/Curacao,No,No
SYBAN,,BANIS,BANIYAS,,,35.2212,35.9449,Asia/Damascus,No,No
SYLTK,,LATAKIA,,,,35.5212,35.7651,Asia/Damascus,No,No
SYTTS,,TARTUS,,,,34.9088,35.8574,Asia/Damascus,No,No
TCNCA,,NORTH CAICOS,,,,21.9651,-72.0006,America/Port-au-Prince,No,No
TGKPE,,KPEME,,,,6.187,1.5185,Africa/Lome,No,No
TGLFW,,LOME,,TG,LME,6.1358,1.2894,Africa/Lome,Yes,Yes
THBEN,,BENCHAMAS,,,,10.5333,101.2667,Asia/Bangkok,No,No
THBKK,,BANGKOK,,,,13.6992,100.4916,Asia/Bangkok,Yes,No
THBSP,,BANG SAPHAN,,,,11.2024,99.5877,Asia/Bangkok,No,No
THKBV,,KRABI,,,,8.0646,98.7377,Asia/Bangkok,No,No
THKHA,,KHANOM,,,,9.2417,99.8731,Asia/Bangkok,No,No
THKSI,,KOH SICHANG,,,,13.1379,100.8238,Asia/Bangkok,Yes,No
THLCH,,LAEM CHABANG,,TH,LCB,13.0572,100.8841,Asia/Bangkok,Yes,Yes
THMTP,,MAP TA PHUT,,,,12.6491,101.1519,Asia/Bangkok,No,No
THPLA,,PLATONG TERMINAL,,,,9.6667,101.4333,Asia/Bangkok,No,No
THPPC,,PRACHUAP,,,,11.1988,99.5827,Asia/Bangkok,No,No
THRYG,,RAYONG,,,,12.6455,101.2957,Asia/Bangkok,No,No
THSAT,,SATTAHIP,,,,12.6237,100.9089,Asia/Bangkok,No,No
THSCS,,SAHATHAI,SAHATHAI COASTAL SEAPORT,TH,SHTHA,13.6585,100.5477,Asia/Bangkok,Yes,Yes
THSCT,,SIAM SEAPORT,,,,13.1389,100.8644,Asia/Bangkok,No,No
THSGZ,,SONGKHLA,,TH,SONG,7.2333,100.5787,Asia/Bangkok,Yes,Yes
THSRI,,SRIRACHA,,TH,SAH,13.1159,100.8666,Asia/Bangkok,Yes,Yes
THTPT,,THAI PROSPERITY TERMINAL,,,,13.6564,100.5544,Asia/Bangkok,No,No
THTTE,,TANTAWAN TERMINAL,,,,10.0833,101.4166,Asia/Bangkok,No,No
THURT,,SURAT THANI,,,,9.1437,99.3223,Asia/Bangkok,No,No
TLDIL,,DILI,,,,-8.5515,125.5775,Asia/Dili,No,No
TLLIB,,BAYU UNDAN,LIBERDADE,,,-11.0613,126.6442,Australia/Darwin,No,No
TNBIZ,,BIXERTE,,,,37.277,9.8917,Africa/Tunis,No,No
TNDID,,DIDON,,,,33.7833,11.9,Africa/Tunis,No,No
TNGAE,,GABES,,,,33.9238,10.1068,Africa/Tunis,No,No
TNLGN,,LA GOULETTE,LA GOULETTE NORD,,,36.8073,10.2748,Africa/Tunis,No,No
TNLSK,,LA SKHIRRA,,,,34.2857,10.1008,Africa/Tunis,No,No
TNSFA,,SFAX,,TN,SFX,34.7201,10.7786,Africa/Tunis,Yes,Yes
TNSUS,,SOUSSE,,,,35.8252,10.6489,Africa/Tunis,No,No
TNTUN,,TUNIS,,TN,TUN,36.811,10.2954,Africa/Tunis,Yes,Yes
TOTBU,,NUKU'ALOFA,,,,-21.1345,-175.1845,Pacific/Tongatapu,No,No
TRAKC,,AKCANSA CANAKKALE,,,,39.8804,26.152,Europe/Istanbul,No,No
TRALI,,ALIAGA,,TR,ABL,38.832,26.9489,Europe/Istanbul,Yes,Yes
TRAMR,,AMBARLI,,TR,AAG,40.9595,28.6729,Europe/Istanbul,Yes,Yes
TRAYT,,ANTALYA,,,,36.8349,30.6147,Europe/Istanbul,No,No
TRBS0,,BOSPHORUS STRAIT,,,,41.2106,29.1201,Europe/Istanbul,No,No
TRCEY,,CEYHAN,,,,36.8801,35.946,Europe/Istanbul,No,No
TRCKZ,,CANAKKALE,,TR,CNK,40.152,26.3974,Europe/Istanbul,Yes,Yes
TRDAR,,DARICA,,,,40.7459,29.3649,Europe/Istanbul,No,No
TRDIK,,DIKILI,,,,39.072,26.8838,Europe/Istanbul,No,No
TRDIL,,DILISKELESI,,,,40.7657,29.5358,Europe/Istanbul,No,No
TRDRC,,DERINCE,,,,40.7403,29.2932,Europe/Istanbul,No,No
TRELI,,EREGLI,,,,41.2778,31.4069,Europe/Istanbul,No,No
TREYP,,EVYAP PORT,,,,40.7728,29.7127,Europe/Istanbul,No,No
TRGEB,,GEBZE,,,,40.7588,29.4251,Europe/Istanbul,No,No
TRGEM,,GEMLIK,,TR,GEM,40.4199,29.0811,Europe/Istanbul,Yes,Yes
TRHAY,,HAYDARPASA,,,,40.9939,29.0197,Europe/Istanbul,Yes,No
TRIDM,,ISDEMIR,,,,36.7251,36.1898,Europe/Istanbul,No,No
